frequency,spl,phase_deg,z_real,z_imag,schema_version,inlet_p_real,inlet_p_imag,inlet_u_real,inlet_u_imag,relative_residual,converged_reason,inlet_area_m2,mesh_inlet_area_m2,mouth_area_m2,mesh_mouth_area_m2,mouth_u_real,mouth_u_imag,mouth_p_real,mouth_p_imag,radiation_model,loss_model,flange_width_m,air_c_m_s,air_rho_kg_m3,air_gamma,air_viscosity_pa_s,air_conductivity_w_m_k,air_heat_capacity_j_kg_k,element_degree,input_acoustic_power_w,mouth_acoustic_power_w,viscous_wall_power_w,thermal_wall_power_w,power_balance_available,bc_mode,phasor_convention,mesh_cells,modal_mode_count,modal_interface_relative_error,modal_v_0_real,modal_v_0_imag,modal_v_1_real,modal_v_1_imag,modal_v_2_real,modal_v_2_imag,modal_v_3_real,modal_v_3_imag,modal_v_4_real,modal_v_4_imag,modal_v_5_real,modal_v_5_imag,modal_v_6_real,modal_v_6_imag,modal_v_7_real,modal_v_7_imag,modal_v_8_real,modal_v_8_imag,modal_v_9_real,modal_v_9_imag,modal_v_10_real,modal_v_10_imag,modal_v_11_real,modal_v_11_imag,modal_v_12_real,modal_v_12_imag,modal_v_13_real,modal_v_13_imag,modal_v_14_real,modal_v_14_imag,modal_v_15_real,modal_v_15_imag
226.2741699796952,74.75259836809366,-19.023654894371976,21.172087378210943,317.6444044806275,2,1.0,0.0,9.477052138465998e-07,-1.4218402413419776e-05,3.623105344778301e-17,4,0.0045364608648729,0.0045178284117023,0.0470676174626048,0.047049009459682,-9.160211111687036e-07,-2.9367320039526624e-05,0.1027371748454128,-0.0354226974583234,modal_baffled,lossless,0.0,343.0,1.225,1.4,1.81e-05,0.0257,1006.0,1,9.477052138465998e-07,9.477052138465996e-07,0.0,0.0,True,dirichlet,exp(+iwt)_rms,120081,16,2.3247169661193643e-16,-1.9461811762545257e-05,-0.0006239389546934,-5.62309738819714e-06,-4.217506087703418e-05,-3.2788574661312936e-06,-4.46601084894768e-05,-2.3503142102752474e-06,-3.950465555379e-05,-1.7947940404671951e-06,-3.514450868708252e-05,-1.3950185567252336e-06,-3.183815667429146e-05,-1.0785268287950787e-06,-2.918208289771974e-05,-8.042309427414656e-07,-2.704991230754641e-05,-5.514546830689057e-07,-2.5284441030618483e-05,-3.117018173527575e-07,-2.3682802150101667e-05,-7.85840043293128e-08,-2.2211636826536523e-05,1.532568307888502e-07,-2.088693820246977e-05,3.75686766438914e-07,-1.9647733033566047e-05,6.093337979757095e-07,-1.8699974683748396e-05,8.418452940087311e-07,-1.758642986163036e-05,1.0806193454855376e-06,-1.657753323200296e-05
230.24057105726772,74.88777597623765,-19.492993995784712,23.26782596569717,327.7056025284874,2,1.0,0.0,9.779605311184096e-07,-1.3773660915794776e-05,3.582349097441604e-17,4,0.0045364608648729,0.0045178284117023,0.0470676174626048,0.047049009459682,-1.0026072739337756e-06,-2.93395024489246e-05,0.1040477065388607,-0.0368309077758714,modal_baffled,lossless,0.0,343.0,1.225,1.4,1.81e-05,0.0257,1006.0,1,9.779605311184096e-07,9.779605311184096e-07,0.0,0.0,True,dirichlet,exp(+iwt)_rms,120081,16,8.735012816247718e-16,-2.1301423950985952e-05,-0.0006233479413364,-5.98373006137654e-06,-4.249491283874259e-05,-3.519940342687535e-06,-4.477312675628831e-05,-2.5391038654560158e-06,-3.957356035398901e-05,-1.9523667218052683e-06,-3.519604127926073e-05,-1.5312985902054178e-06,-3.188076871234131e-05,-1.1990545453705996e-06,-2.922053226581814e-05,-9.121834708989584e-07,-2.708594583886787e-05,-6.487928217583016e-07,-2.5319054851543408e-05,-3.996782667802722e-07,-2.371732711373108e-05,-1.578686979690994e-07,-2.2246309041364893e-05,8.177094549212913e-08,-2.092298434195433e-05,3.113892649085895e-07,-1.968555180468369e-05,5.519169095925494e-07,-1.873833346624936e-05,7.91231168681451e-07,-1.762715952557543e-05,1.036686180021157e-06,-1.662027048374997e-05
234.27649990069025,75.02862822162133,-19.980636881643758,25.64982275062597,338.36530626594896,2,1.0,0.0,1.0105118001178125e-06,-1.333038976746436e-05,3.614035763417871e-17,4,0.0045364608648729,0.0045178284117023,0.0470676174626048,0.047049009459682,-1.096577543940605e-06,-2.9331368699578644e-05,0.1054235244278553,-0.0383306821641234,modal_baffled,lossless,0.0,343.0,1.225,1.4,1.81e-05,0.0257,1006.0,1,1.0105118001178125e-06,1.0105118001178129e-06,0.0,0.0,True,dirichlet,exp(+iwt)_rms,120081,16,7.110324620520133e-16,-2.3297919101425397e-05,-0.0006231751314559,-6.37207700922487e-06,-4.285056132153295e-05,-3.780101548162321e-06,-4.4919090989993895e-05,-2.7430434231877896e-06,-3.967102852395832e-05,-2.1227114699836035e-06,-3.527285062981449e-05,-1.678725691084124e-06,-3.1946259097365737e-05,-1.3295291385991142e-06,-2.9280005944541555e-05,-1.0291312304953614e-06,-2.714154227033409e-05,-7.543308277444661e-07,-2.5372042314423585e-05,-4.951583547907484e-07,-2.3769180428330638e-05,-2.440140179296064e-07,-2.2297357393927366e-05,3.992409846223083e-09,-2.097458850488412e-05,2.4132004803126135e-07,-1.9738176812606284e-05,4.892156900908023e-07,-1.8790917415418784e-05,7.358157244456256e-07,-1.7681468998957257e-05,9.884212158095017e-07,-1.6676005611785106e-05
238.3831752748146,75.17543196180115,-20.48779165322769,28.368836718973743,349.6827397136576,2,1.0,0.0,1.0455896988114926e-06,-1.2888250375534168e-05,3.7061051235080323e-17,4,0.0045364608648729,0.0045178284117023,0.0470676174626048,0.047049009459682,-1.1987386621507675e-06,-2.934378523670148e-05,0.1068682919762126,-0.0399304649481175,modal_baffled,lossless,0.0,343.0,1.225,1.4,1.81e-05,0.0257,1006.0,1,1.0455896988114926e-06,1.0455896988114937e-06,0.0,0.0,True,dirichlet,exp(+iwt)_rms,120081,16,1.3491683525614993e-15,-2.5468437256318813e-05,-0.0006234389335728,-6.7909053506459725e-06,-4.324379880459114e-05,-4.061298064275879e-06,-4.509952572957634e-05,-2.963705582004437e-06,-3.979837097669532e-05,-2.3071649708076843e-06,-3.537609763673538e-05,-1.8384747629676015e-06,-3.203568214283634e-05,-1.471006044007776e-06,-2.9361478566317524e-05,-1.1560354028732051e-06,-2.721761474408392e-05,-8.689517291638884e-07,-2.5444267738318372e-05,-5.9895709091857e-07,-2.3839185127392647e-05,-3.3777241709104214e-07,-2.2365567789038605e-05,-8.077670111126587e-08,-2.104250688797386e-05,1.6483100855517266e-07,-1.980633766474631e-05,4.206276272906585e-07,-1.885843611427471e-05,6.750417824161727e-07,-1.775004708096071e-05,9.353109087705852e-07,-1.6745409174523968e-05
242.5618373084442,75.3284805974539,-21.015782828831117,31.48675727038357,361.7246849373321,2,1.0,0.0,1.0834541770935004e-06,-1.244688735291948e-05,3.689850637614477e-17,4,0.0045364608648729,0.0045178284117023,0.0470676174626048,0.047049009459682,-1.3100055742174673e-06,-2.937770325430413e-05,0.1083858550397357,-0.0416396908614552,modal_baffled,lossless,0.0,343.0,1.225,1.4,1.81e-05,0.0257,1006.0,1,1.0834541770935004e-06,1.0834541770935e-06,0.0,0.0,True,dirichlet,exp(+iwt)_rms,120081,16,2.4624397074460754e-16,-2.783241737821687e-05,-0.0006241595567832,-7.243326246430183e-06,-4.367655548915179e-05,-4.365736091964458e-06,-4.5316086959849055e-05,-3.2028653187603726e-06,-3.995701504099176e-05,-2.5072369407265786e-06,-3.550704782399905e-05,-2.01187361586688e-06,-3.215018814985552e-05,-1.6246787281900746e-06,-2.9466014162450904e-05,-1.29398350361103e-06,-2.731516072408399e-05,-9.936552466166438e-07,-2.5536675778581285e-05,-7.119978187478684e-07,-2.392824120546985e-05,-4.399970184397821e-07,-2.2451800074438147e-05,-1.7332837040339245e-07,-2.11275672575729e-05,8.118600592851324e-08,-1.989083341233433e-05,3.454675828333023e-07,-1.894166717866097e-05,6.082749343897026e-07,-1.783364903263221e-05,8.767696352851605e-07,-1.682921689192107e-05
246.8137478688259,75.48808524608967,-21.56606581376727,35.079516920537245,374.56645307691167,2,1.0,0.0,1.1243989310869029e-06,-1.2005927003348308e-05,3.756651694140151e-17,4,0.0045364608648729,0.0045178284117023,0.0470676174626048,0.047049009459682,-1.4314186371527644e-06,-2.9434166433516582e-05,0.1099802347238451,-0.0434689248925118,modal_baffled,lossless,0.0,343.0,1.225,1.4,1.81e-05,0.0257,1006.0,1,1.1243989310869029e-06,1.1243989310869037e-06,0.0,0.0,True,dirichlet,exp(+iwt)_rms,120081,16,8.37182645445789e-16,-3.0411962923129136e-05,-0.0006253591751675,-7.73284602853466e-06,-4.415090668147704e-05,-4.695908929927255e-06,-4.557057155591827e-05,-3.4625309042360064e-06,-4.01485134056329e-05,-2.7246368035564218e-06,-3.566707966061517e-05,-2.20042664498338e-06,-3.229103122843988e-05,-1.7919001479678497e-06,-2.959477359180051e-05,-1.4442091005424368e-06,-2.743526913059261e-05,-1.129576082756987e-06,-2.565029834588145e-05,-8.35329270801401e-07,-2.4037332362353287e-05,-5.51657540530596e-07,-2.2556994634927987e-05,-2.745635984554496e-07,-2.1230675446669104e-05,-1.0453214450629125e-08,-1.9992538964319746e-05,2.629544855845544e-07,-1.904146266119748e-05,5.347910123129442e-07,-1.7933102951845043e-05,8.121278962439086e-07,-1.692823601875704e-05
251.1401909427061,75.6545759947361,-22.14024355157902,39.24088662896037,388.29288662363433,2,1.0,0.0,1.168756672639902e-06,-1.1564975747644188e-05,3.807960340578565e-17,4,0.0045364608648729,0.0045178284117023,0.0470676174626048,0.047049009459682,-1.5641639843618925e-06,-2.9514319268131717e-05,0.1116556133719252,-0.0454300250108087,modal_baffled,lossless,0.0,343.0,1.225,1.4,1.81e-05,0.0257,1006.0,1,1.168756672639902e-06,1.1687566726399009e-06,0.0,0.0,True,dirichlet,exp(+iwt)_rms,120081,16,9.71287632761888e-16,-3.3232274516648694e-05,-0.0006270621046748,-8.263426121676815e-06,-4.466907932370368e-05,-5.054641516134133e-06,-4.586492675596246e-05,-3.7449804209551256e-06,-4.037455328808794e-05,-2.961305124075512e-06,-3.5857693176860007e-05,-2.4058427489952705e-06,-3.24595774551948e-05,-1.974208065221069e-06,-2.974902233085844e-05,-1.6081150869701083e-06,-2.757912785789387e-05,-1.2780055216540372e-06,-2.578626193071142e-05,-9.70145721590194e-07,-2.4167533173813284e-05,-6.738591279643583e-07,-2.2682179433983843e-05,-3.8551010356097067e-07,-2.1352822322420107e-05,-1.11043694317576e-07,-2.011241199361988e-05,1.7219556133947237e-07,-1.9158755977263765e-05,4.5376122365867283e-07,-1.804931669692748e-05,7.406183086546239e-07,-1.704335229606521e-05
255.5424730240696,75.82830323045341,-22.74008573991241,44.087454001713176,402.9993116031123,2,1.0,0.0,1.2169053537067772e-06,-1.112361851992896e-05,3.883174197584682e-17,4,0.0045364608648729,0.0045178284117023,0.0470676174626048,0.047049009459682,-1.70959770274973e-06,-2.961941593475256e-05,0.1134163111748281,-0.0475363319563716,modal_baffled,lossless,0.0,343.0,1.225,1.4,1.81e-05,0.0257,1006.0,1,1.2169053537067772e-06,1.2169053537067772e-06,0.0,0.0,True,dirichlet,exp(+iwt)_rms,120081,16,1.0477948522768424e-15,-3.632216362147505e-05,-0.0006292949915785,-8.839553456316577e-06,-4.523345706140536e-05,-5.445142952408552e-06,-4.620125933250402e-05,-4.052804883167392e-06,-4.06369655951649e-05,-3.2194507545060638e-06,-3.608051869705807e-05,-2.630068343420378e-06,-3.2657313220566104e-05,-2.173354998259624e-06,-2.9930138502693787e-05,-1.7873012325923914e-06,-2.7748031572217066e-05,-1.4404170129958982e-06,-2.5945795247047887e-05,-1.1178108730975082e-06,-2.4320016617401412e-05,-8.07864683997342e-07,-2.2828477445191356e-05,-5.073433293350902e-07,-2.149509117938344e-05,-2.216810654938627e-07,-2.0251500302706435e-05,7.216758525098157e-08,-1.929456933233544e-05,3.64234463414423e-07,-1.818328535008905e-05,6.61358918093225e-07,-1.7175537483772954e-05
260.0219235086706,76.00963904426571,-23.36755107059961,49.76519469081881,418.7922862302018,2,1.0,0.0,1.269275540533517e-06,-1.0681417178785291e-05,3.8659735506561145e-17,4,0.0045364608648729,0.0045178284117023,0.0470676174626048,0.047049009459682,-1.869274624579011e-06,-2.9750829615237705e-05,0.11526675005493,-0.0498028910924404,modal_baffled,lossless,0.0,343.0,1.225,1.4,1.81e-05,0.0257,1006.0,1,1.269275540533517e-06,1.269275540533517e-06,0.0,0.0,True,dirichlet,exp(+iwt)_rms,120081,16,3.591859537996554e-16,-3.9714664250089706e-05,-0.0006320870105412,-9.466323429295357e-06,-4.584658299139069e-05,-5.871068618379893e-06,-4.658184397536051e-05,-4.388959299949245e-06,-4.0937733722099446e-05,-3.501594860664544e-06,-3.633732540813104e-05,-2.8753265141507105e-06,-3.2885853532670134e-05,-2.391343764280961e-06,-3.013962094622689e-05,-1.9835968959772666e-06,-2.7943389618836173e-05,-1.6184965675450424e-06,-2.6130237047689277e-05,-1.2798862497390248e-06,-2.4496061826583733e-05,-9.551214373903063e-07,-2.2997114366114147e-05,-6.414114535411456e-07,-2.165866546874394e-05,-3.43623142919205e-07,-2.041094957509844e-05,-3.8305474466796585e-08,-1.945002159391696e-05,2.651162004371876e-07,-1.833609917990269e-05,5.733332568349318e-07,-1.7325857449921986e-05
264.5798950954843,76.19897869931599,-24.02481304610935,56.45819772676175,435.78986836747526,2,1.0,0.0,1.326359176035751e-06,-1.0237909001806988e-05,3.9709710126394566e-17,4,0.0045364608648729,0.0045178284117023,0.0470676174626048,0.047049009459682,-2.0449827220421565e-06,-2.9910062105269397e-05,0.1172114003570828,-0.0522467122976823,modal_baffled,lossless,0.0,343.0,1.225,1.4,1.81e-05,0.0257,1006.0,1,1.326359176035751e-06,1.3263591760357508e-06,0.0,0.0,True,dirichlet,exp(+iwt)_rms,120081,16,3.6971735776243564e-16,-4.344776371285188e-05,-0.0006354700687586,-1.0149537903500373e-05,-4.6511158896076034e-05,-6.336593832585632e-06,-4.7009130179530265e-05,-4.756823319174197e-06,-4.127900146556872e-05,-3.810623254533221e-06,-3.663002934076462e-05,-3.144163590298674e-06,-3.31469499215836e-05,-2.630469782141262e-06,-3.037909701824932e-05,-2.199099982025087e-06,-2.8166733769420497e-05,-1.8141789776858995e-06,-2.634104387519176e-05,-1.4581650568570236e-06,-2.4697061866026693e-05,-1.1172926431653832e-06,-2.3189426434270742e-05,-7.892652523879582e-07,-2.1844836707562897e-05,-4.783181205907281e-07,-2.059201137915229e-05,-1.6057919984714585e-07,-1.962633649696111e-05,1.5514319501291158e-07,-1.850895201344356e-05,4.7536643699914724e-07,-1.7495480748772996e-05
