frequency,spl,phase_deg,z_real,z_imag,schema_version,inlet_p_real,inlet_p_imag,inlet_u_real,inlet_u_imag,relative_residual,converged_reason,inlet_area_m2,mesh_inlet_area_m2,mouth_area_m2,mesh_mouth_area_m2,mouth_u_real,mouth_u_imag,mouth_p_real,mouth_p_imag,radiation_model,loss_model,flange_width_m,air_c_m_s,air_rho_kg_m3,air_gamma,air_viscosity_pa_s,air_conductivity_w_m_k,air_heat_capacity_j_kg_k,element_degree,input_acoustic_power_w,mouth_acoustic_power_w,viscous_wall_power_w,thermal_wall_power_w,power_balance_available,bc_mode,phasor_convention,mesh_cells,modal_mode_count,modal_interface_relative_error,modal_v_0_real,modal_v_0_imag,modal_v_1_real,modal_v_1_imag,modal_v_2_real,modal_v_2_imag,modal_v_3_real,modal_v_3_imag,modal_v_4_real,modal_v_4_imag,modal_v_5_real,modal_v_5_imag,modal_v_6_real,modal_v_6_imag,modal_v_7_real,modal_v_7_imag,modal_v_8_real,modal_v_8_imag,modal_v_9_real,modal_v_9_imag,modal_v_10_real,modal_v_10_imag,modal_v_11_real,modal_v_11_imag,modal_v_12_real,modal_v_12_imag,modal_v_13_real,modal_v_13_imag,modal_v_14_real,modal_v_14_imag,modal_v_15_real,modal_v_15_imag
226.2741699796952,74.75144692473327,-19.03131616760054,21.18304977563732,317.84995327333394,2,1.0,0.0,9.469710238196964e-07,-1.4209223830388503e-05,3.868823321846684e-17,4,0.0045364608648729,0.0045033682656082,0.0470676174626048,0.0470347098692872,-9.163604719761122e-07,-2.935600819353968e-05,0.1027249657523261,-0.0354338573220119,modal_baffled,lossless,0.0,343.0,1.225,1.4,1.81e-05,0.0257,1006.0,1,9.469710238196964e-07,9.469710238196976e-07,0.0,0.0,True,dirichlet,exp(+iwt)_rms,51383,16,7.139422790641616e-16,-1.9469021832349157e-05,-0.0006236986228772,-5.528259756543897e-06,-4.2244658128864005e-05,-3.1226708789621e-06,-4.485201512055056e-05,-2.1259183963826667e-06,-3.987453852824693e-05,-1.4924510405755233e-06,-3.560921032805634e-05,-1.0000128936524316e-06,-3.2305158876900686e-05,-5.602285910414024e-07,-2.966223783776479e-05,-1.615180727209077e-07,-2.723938998841989e-05,2.2868074964007738e-07,-2.5165227381354512e-05,6.06983512488534e-07,-2.312717043414781e-05,1.003251764385495e-06,-2.1284899420750946e-05,1.4339588321524006e-06,-1.958428991309148e-05,1.8300049967995171e-06,-1.7610858961369452e-05,2.2454260444683747e-06,-1.611797815074445e-05,2.64623040476457e-06,-1.4714713266409542e-05,3.0740891436568296e-06,-1.3528904493636535e-05
234.27649990069025,75.0274913054687,-19.98884208296125,25.661519788112887,338.5727417991435,2,1.0,0.0,1.0097360136856909e-06,-1.3322246440184136e-05,3.899665991917347e-17,4,0.0045364608648729,0.0045033682656082,0.0470676174626048,0.0470347098692872,-1.0970110165768675e-06,-2.9320177596603392e-05,0.1054105774388239,-0.0383430668832748,modal_baffled,lossless,0.0,343.0,1.225,1.4,1.81e-05,0.0257,1006.0,1,1.0097360136856909e-06,1.009736013685689e-06,0.0,0.0,True,dirichlet,exp(+iwt)_rms,51383,16,7.192094357758951e-16,-2.3307128673943204e-05,-0.0006229373649494,-6.2764352408910944e-06,-4.2925358620636144e-05,-3.622670774168843e-06,-4.5119357080471534e-05,-2.5167295072952257e-06,-4.005159865920051e-05,-1.817550193523501e-06,-3.575239642650146e-05,-1.2787889209538565e-06,-3.2432045621230735e-05,-8.019319915178546e-07,-2.977941736519258e-05,-3.7202923387512045e-07,-2.73543888079918e-05,4.5603117612929064e-08,-2.5280609153692327e-05,4.490306341648154e-07,-2.3247020743692147e-05,8.706322404210477e-07,-2.1407110353619733e-05,1.3275076354290792e-06,-1.970745775506137e-05,1.74755237001245e-06,-1.774218632708885e-05,2.184434830440693e-06,-1.62581247162158e-05,2.605925305572817e-06,-1.4862185704593356e-05,3.054025494081128e-06,-1.3684331631824747e-05
242.5618373084442,75.32735612359788,-21.02459230235583,31.49877411075707,361.931957982794,2,1.0,0.0,1.0826297142171905e-06,-1.2439794985645638e-05,3.9271697242182856e-17,4,0.0045364608648729,0.0045033682656082,0.0470676174626048,0.0470347098692872,-1.3105513269590118e-06,-2.936659617554749e-05,0.108371978040274,-0.0416534826981489,modal_baffled,lossless,0.0,343.0,1.225,1.4,1.81e-05,0.0257,1006.0,1,1.0826297142171905e-06,1.0826297142171924e-06,0.0,0.0,True,dirichlet,exp(+iwt)_rms,51383,16,1.3200414057127362e-15,-2.784401245718976e-05,-0.0006239235754577,-7.146919198284791e-06,-4.375712861146366e-05,-4.207140265553482e-06,-4.552589882689544e-05,-2.974731152963397e-06,-4.035019004316431e-05,-2.199347145563592e-06,-3.600396616723245e-05,-1.6068966099830545e-06,-3.265763914734765e-05,-1.0871359014816638e-06,-2.998778015450716e-05,-6.211649523940261e-07,-2.7554038449749323e-05,-1.7187564110823698e-07,-2.547522196072719e-05,2.605232624241558e-07,-2.344099393545227e-05,7.112947212324682e-07,-2.1598796344101575e-05,1.198251636702711e-06,-1.989581267355614e-05,1.6459121278469252e-06,-1.793400532551521e-05,2.1073615972273414e-06,-1.6455501352603927e-05,2.5525365382317883e-06,-1.5063765147704756e-05,3.023729528522377e-06,-1.3891441641161702e-05
251.1401909427061,75.65346093395894,-22.149727010575592,39.252310918896775,388.4969374218422,2,1.0,0.0,1.167874696107972e-06,-1.155895620178594e-05,4.1426506348852643e-17,4,0.0045364608648729,0.0045033682656082,0.0470676174626048,0.0470347098692872,-1.564844266194786e-06,-2.95032530277508e-05,0.1116405558544998,-0.0454454374702241,modal_baffled,lossless,0.0,343.0,1.225,1.4,1.81e-05,0.0257,1006.0,1,1.167874696107972e-06,1.167874696107971e-06,0.0,0.0,True,dirichlet,exp(+iwt)_rms,51383,16,6.584102312885511e-16,-3.324672780469613e-05,-0.0006268269910027,-8.166328834712902e-06,-4.475609692231845e-05,-4.895024984224608e-06,-4.608565590019103e-05,-3.5152162901440657e-06,-4.078253775248652e-05,-2.650891714291768e-06,-3.637489960896329e-05,-1.995813770034348e-06,-3.299203768366532e-05,-1.4260841379940803e-06,-3.029676138057777e-05,-9.181414065171712e-07,-2.7847228454931685e-05,-4.320929066002707e-07,-2.5757524642643437e-05,3.392144352667413e-08,-2.3717162021611463e-05,5.184860175340828e-07,-2.1867683062257512e-05,1.0402302389319427e-06,-2.0156770915355988e-05,1.5198634159081102e-06,-1.8193406326632148e-05,2.0095957778959923e-06,-1.6717021434491337e-05,2.482043874481936e-06,-1.532618856791363e-05,2.9797256243828197e-06,-1.4156875245381686e-05
260.0219235086706,76.00852910712709,-23.37778941166517,49.77413960797679,418.9885461719115,2,1.0,0.0,1.268324853585817e-06,-1.0676499697695624e-05,4.059082669796444e-17,4,0.0045364608648729,0.0045033682656082,0.0470676174626048,0.0470347098692872,-1.8701167376708416e-06,-2.973975213962985e-05,0.1152501822780157,-0.049820173559246,modal_baffled,lossless,0.0,343.0,1.225,1.4,1.81e-05,0.0257,1006.0,1,1.268324853585817e-06,1.2683248535858165e-06,0.0,0.0,True,dirichlet,exp(+iwt)_rms,51383,16,1.2036248875270989e-15,-3.9732555809876e-05,-0.0006318516581651,-9.36866235226949e-06,-4.5940824601945615e-05,-5.710668843936879e-06,-4.681508618839164e-05,-4.157888584863914e-06,-4.13630818477004e-05,-3.189030211623619e-06,-3.687820815219214e-05,-2.4603841360107703e-06,-3.344723710982259e-05,-1.832050476159864e-06,-3.071759510349058e-05,-1.2749255385858518e-06,-2.8244564700195373e-05,-7.459004367718736e-07,-2.613762998327301e-05,-2.406150594021562e-07,-2.4085193970686356e-05,2.833617691320812e-07,-2.222304642783598e-05,8.455999366547633e-07,-2.049926225652574e-05,1.3624989380937566e-06,-1.8528947338853908e-05,1.884996690699301e-06,-1.70510504833906e-05,2.389048489546151e-06,-1.5657629099769416e-05,2.917295225792358e-06,-1.4488710925537394e-05
269.21776419519205,76.39563135069724,-24.72537754360944,64.40294914596504,454.3025681076481,2,1.0,0.0,1.387686198081752e-06,-9.788828180635826e-06,4.2103611183751997e-17,4,0.0045364608648729,0.0045033682656082,0.0470676174626048,0.0470347098692872,-2.2398217790133675e-06,-3.008760029135057e-05,0.1192361878958708,-0.054906516854198,modal_baffled,lossless,0.0,343.0,1.225,1.4,1.81e-05,0.0257,1006.0,1,1.387686198081752e-06,1.3876861980817526e-06,0.0,0.0,True,dirichlet,exp(+iwt)_rms,51383,16,2.9677234885213994e-16,-4.758732011011397e-05,-0.0006392420503386,-1.0797795833410862e-05,-4.733241695048876e-05,-6.685689038898626e-06,-4.773337027302928e-05,-4.928411361840149e-06,-4.210877300480845e-05,-3.835748705731512e-06,-3.752922714644972e-05,-3.0200162299943766e-06,-3.403742004158235e-05,-2.322425378925333e-06,-3.126360233117273e-05,-1.7072286956561314e-06,-2.875865658863085e-05,-1.127579873530572e-06,-2.6627593481795346e-05,-5.760715637813411e-07,-2.455664584595923e-05,-5.789983907098075e-09,-2.2676006769213565e-05,6.039252013381263e-07,-2.0934031113292017e-05,1.1645801107222124e-06,-1.8950958417201183e-05,1.7252980365655513e-06,-1.7467719663652124e-05,2.266225387683368e-06,-1.6068017999618583e-05,2.829970837220203e-06,-1.4896799351217932e-05
278.7388216357115,76.81823294976063,-26.213050516794357,85.3034097866772,495.4912552640825,2,1.0,0.0,1.5308289499735804e-06,-8.891934799720892e-06,4.40441939956496e-17,4,0.0045364608648729,0.0045033682656082,0.0470676174626048,0.0470347098692872,-2.6918703915438983e-06,-3.0560507344365804e-05,0.1236331602547563,-0.0608700394944913,modal_baffled,lossless,0.0,343.0,1.225,1.4,1.81e-05,0.0257,1006.0,1,1.5308289499735804e-06,1.5308289499735817e-06,0.0,0.0,True,dirichlet,exp(+iwt)_rms,51383,16,8.519739272518116e-16,-5.719155837200778e-05,-0.0006492894476472,-1.2510971081313305e-05,-4.8954388214074175e-05,-7.861616767138794e-06,-4.88625828496309e-05,-5.860596306460103e-06,-4.303930325410108e-05,-4.620075204404673e-06,-3.834586642278637e-05,-3.700384267311931e-06,-3.477921829864554e-05,-2.9202608143649816e-06,-3.19504651305579e-05,-2.235921883643264e-06,-2.940440079443995e-05,-1.5961495239078216e-06,-2.724170839447446e-05,-9.897870925680406e-07,-2.5145265980579596e-05,-3.646628223257722e-07,-2.323984754838581e-05,3.0115726612481884e-07,-2.1473972767754924e-05,9.136048130501104e-07,-1.9471889957272306e-05,1.5192431897572808e-06,-1.797929245712538e-05,2.1035243415618958e-06,-1.6569428663800362e-05,2.708793303624996e-06,-1.5393169577118213e-05
288.59659732755705,77.28024167171121,-27.86656575014937,116.0718629546301,543.5957663744507,2,1.0,0.0,1.7042337737998311e-06,-7.981385331189662e-06,4.429862538706684e-17,4,0.0045364608648729,0.0045033682656082,0.0470676174626048,0.0470347098692872,-3.250413465289259e-06,-3.117464730156638e-05,0.1284706062562133,-0.0679257302796247,modal_baffled,lossless,0.0,343.0,1.225,1.4,1.81e-05,0.0257,1006.0,1,1.7042337737998311e-06,1.7042337737998298e-06,0.0,0.0,True,dirichlet,exp(+iwt)_rms,51383,16,1.3914805122352498e-15,-6.905838112310884e-05,-0.0006623374834371,-1.458371507007533e-05,-5.083200490222291e-05,-9.293656659891933e-06,-5.0227583183963095e-05,-6.999530831163026e-06,-4.4177140727001945e-05,-5.580804158644884e-06,-3.9348711281362825e-05,-4.53586943217925e-06,-3.569185762526669e-05,-3.656492221751908e-06,-3.27964086313707e-05,-2.889075716326764e-06,-3.0199194169070786e-05,-2.17725235938655e-06,-2.7996749078968265e-05,-1.5052048840597577e-06,-2.5867265736909628e-05,-8.145504335067527e-07,-2.393031789352101e-05,-8.185539334745438e-08,-2.2134473019489343e-05,5.924420855024506e-07,-2.010668127457794e-05,1.251312968379004e-06,-1.8600568242576072e-05,1.8869882030349577e-06,-1.7176513483203033e-05,2.54120685397528e-06,-1.5992504773992697e-05
298.8029995258236,77.7860492759888,-29.71858838380336,162.79459197525122,599.0110427977004,2,1.0,0.0,1.916636485617564e-06,-7.052362157635028e-06,4.775218661717639e-17,4,0.0045364608648729,0.0045033682656082,0.0470676174626048,0.0470347098692872,-3.948449449911185e-06,-3.194876115420056e-05,0.1337647504580793,-0.0763555933656762,modal_baffled,lossless,0.0,343.0,1.225,1.4,1.81e-05,0.0257,1006.0,1,1.916636485617564e-06,1.916636485617562e-06,0.0,0.0,True,dirichlet,exp(+iwt)_rms,51383,16,8.792342123284327e-16,-8.388887440602282e-05,-0.0006787843293658,-1.711683428902551e-05,-5.2990582061004666e-05,-1.1056089885722782e-05,-5.185527892285146e-05,-8.40609164222395e-06,-4.554709883691128e-05,-6.77043930235242e-06,-4.0560749181196895e-05,-5.573101094153805e-06,-3.679699100586562e-05,-4.573169284683651e-06,-3.3822121821509066e-05,-3.704933564319223e-06,-3.1162927080154775e-05,-2.9059148215398584e-06,-2.891203157473579e-05,-2.1544372590082685e-06,-2.674144074411117e-05,-1.3847260682234517e-06,-2.4765819933309424e-05,-5.715663166497728e-07,-2.293366884765195e-05,1.7730743034593518e-07,-2.08730820634771e-05,8.998296757032817e-07,-1.9349268511991745e-05,1.596982308335634e-06,-1.7906951933806725e-05,2.3093931127874423e-06,-1.6712658146729832e-05
309.3703576286206,78.34055161589866,-31.811079815937266,235.6827284967109,659.4724804404769,2,1.0,0.0,2.17996700631504e-06,-6.099845576732804e-06,4.88310367008505e-17,4,0.0045364608648729,0.0045033682656082,0.0470676174626048,0.0470347098692872,-4.831677768307522e-06,-3.290384196927205e-05,0.1395033163951865,-0.0865330731647039,modal_baffled,lossless,0.0,343.0,1.225,1.4,1.81e-05,0.0257,1006.0,1,2.17996700631504e-06,2.1799670063150385e-06,0.0,0.0,True,dirichlet,exp(+iwt)_rms,51383,16,2.062691151371152e-16,-0.0001026539695183,-0.0006990760047587,-2.024640509070209e-05,-5.545172312646418e-05,-1.3250092436482929e-05,-5.377257511884506e-05,-1.0163508204738702e-05,-4.717489413938362e-05,-8.260945413056454e-06,-4.200626164484594e-05,-6.8761366878793234e-06,-3.811781941029405e-05,-5.7281946902491e-06,-3.505006260829399e-05,-4.736284285133132e-06,-3.231744134873435e-05,-3.830616261897336e-06,-3.0009008851820488e-05,-2.9820606449059693e-06,-2.778889011261458e-05,-2.1159766424780183e-06,-2.5767258450567787e-05,-1.2050131755097e-06,-2.389243820309582e-05,-3.652734481741272e-07,-2.1791762889360925e-05,4.3409859629909897e-07,-2.024626568038702e-05,1.205509289466027e-06,-1.87817928481874e-05,1.9877276315631503e-06,-1.7575113712358482e-05
