frequency_hz,spl_db_2p83vrms_1m,electrical_impedance_real_ohm,electrical_impedance_imag_ohm,displacement_peak_mm,input_power_w
226.2741699796952,96.19260481206454,5.8307913624708885,-3.6288808898398486,0.17343951165828275,0.9900633826169568
230.24057105726772,96.44547797605867,5.813383834853555,-3.5164106437226414,0.1672625545320762,1.008627153467122
234.27649990069025,96.7057667082254,5.797602238417118,-3.4058128628458273,0.16119048777605016,1.0269988114904476
238.3831752748146,96.97392450779112,5.783438936749741,-3.296898493320523,0.15521948294898935,1.045157538338233
242.5618373084442,97.25042556026358,5.770902764694388,-3.18947866268836,0.14934548809697973,1.0630804221928254
246.8137478688259,97.53576422108408,5.760020686244171,-3.083363501602045,0.14356423351019837,1.08074179231868
251.1401909427061,97.83045381570767,5.750840006520593,-2.978360987397146,0.13787124670504058,1.0981123833330635
255.5424730240696,98.13502448399376,5.743431261640907,-2.8742758377560347,0.1322618817375792,1.1151582845366927
260.0219235086706,98.45001969959563,5.737891947743676,-2.770908504330712,0.12673137042256788,1.131839617807633
264.5798950954843,98.7759909636824,5.734351298455581,-2.668054349382694,0.12127490668621957,1.1481088730320395
269.21776419519205,99.11348999506019,5.732976381499947,-2.56550313932513,0.11588778069972452,1.1639088126716024
273.9369313458276,99.46305750026283,5.733979863177975,-2.463039066935686,0.11056558748372333,1.1791698371668318
278.7388216357115,99.82520728813762,5.7376298872433225,-2.360441633450375,0.10530454660270917,1.1938066817716821
283.6248851337965,100.20040407020022,5.744262634244198,-2.257487905157927,0.1001019871930813,1.207714296408506
288.59659732755705,100.58903273433764,5.754298267174871,-2.1539569410123636,0.09495707837687181,1.2207627502301102
293.65545956855703,100.9913561704063,5.768261119037846,-2.049637621200075,0.0898719222341975,1.2327910154420918
298.8029995258236,101.40745784900693,5.786805108357747,-1.9443417721100886,0.08485317808212536,1.2435995457785312
304.0407716471732,101.83716433103612,5.810745410682919,-1.8379255009562603,0.07991445367369739,1.2529417181797062
309.3703576286206,102.27994181537,5.841097218461241,-1.7303231963802375,0.07507977296337282,1.260514526001593
314.7933668920168,102.73475997459492,5.879121682724067,-1.621600952210267,0.07038847732677364,1.265949515635117
320.31143707106224,103.1999162389573,5.926377245552458,-1.5120394986653292,0.06590183961862559,1.2688060142691495
325.92623450583613,103.67281542696729,5.984770400268438,-1.4022612666947976,0.06171123334071358,1.2685704099320323
331.6394547459949,104.14970501546296,6.056591393072886,-1.2934217126609553,0.05794643821485933,1.264667775131465
337.452823062795,104.62537818222981,6.1445040495032694,-1.187489854179241,0.05477994018298465,1.2564953496256106
343.3680949700848,105.09287853357905,6.251429766891838,-1.087641931914146,0.0524188660037034,1.2434904053207754
349.3870567544352,105.54327481827116,6.38021885602315,-0.9987722242095574,0.05107337768467871,1.2252452959364672
355.5115260145596,105.96561874735866,6.532940599859796,-0.928059097271928,0.05089687758958271,1.2016752198183138
361.7433522101885,106.34724011004387,6.709578769253829,-0.8853679969533803,0.05191516391960205,1.173223125040214
368.0844172205693,106.67453737649795,6.905996442159385,-0.8829887774995637,0.05398357520856578,1.1410487403323781
374.5366359127535,106.93434053193462,7.11144560199401,-0.9338674657807565,0.0568020149735655,1.107106903384635
381.10195671984377,107.11572480902839,7.306842954102721,-1.0475089946746328,0.05997990057913457,1.0740090027624543
387.78236222938233,107.21188466875032,7.466154909949079,-1.2239064028249538,0.06311792661780101,1.0446227961073924
394.57986978204906,107.22149049870075,7.562912284090927,-1.448485935777686,0.06587771778132702,1.0214999285617
401.4965320808543,107.14902648388852,7.580318600840464,-1.6929253367004302,0.06802467575408641,1.006345184089303
408.5344378110141,107.0039756304943,7.518704437174286,-1.9237979779655214,0.06944026524558526,0.9997449341150019
415.6957122706864,106.79917034541744,7.39455820342599,-2.1141837548144267,0.07010839476453043,1.0012343893657907
422.9825180127679,106.54888218481449,7.232286786424954,-2.2506027276531446,0.0700866031476047,1.0096124360498377
430.39705549793854,106.267171334876,7.055164190497142,-2.3324809483876177,0.06947401587725317,1.0233320017603567
437.9415637591524,105.96677012709276,6.8802716643634625,-2.3672499798475157,0.06838459094183537,1.0408257462071786
445.6183210777805,105.65852329505566,6.717721957998109,-2.3652709678235437,0.06692908794542163,1.0607083794177776
453.4296456716028,105.35125988011129,6.57215457049962,-2.3365853128944853,0.06520531739563697,1.0818632904990286
461.3778963948586,105.05193279605984,6.444701230815086,-2.2895003271864978,0.06329446168660416,1.1034501339122729
469.4654734505737,104.7658873166801,6.334577921143522,-2.2303135927751394,0.061261076715299796,1.1248709109351396
477.6948191153692,104.49716526889614,6.240132148741411,-2.1635509346168313,0.0591549246291118,1.1457212991136638
486.068418476976,104.24879289729398,6.159447056068195,-2.092351691031164,0.0570134575439031,1.1657423186231242
494.58880018468136,104.0230291923625,6.090653022520529,-2.018836639381874,0.05486430824549602,1.184778988915115
503.2585372129242,103.82156854065563,6.032067513480002,-1.9444049115377746,0.05272749516802872,1.2027477285196557
512.0802476382815,103.64570019720682,5.9822423621527685,-1.8699553399742619,0.05061724929468052,1.219611895955642
521.0565954300712,103.49643057488532,5.939965269968773,-1.7960446621326014,0.04854347100934769,1.2353640064752638
530.1902912548117,103.37457505651571,5.904241347171627,-1.7229980436924057,0.04651286717855835,1.2500130415250776
539.4840932947902,103.28082542226538,5.874268164700555,-1.6509854401914321,0.04452983068896342,1.2635754587574857
548.9408080809709,103.21579784930844,5.8494109282652005,-1.5800742417808338,0.042597122725482044,1.2760687876408903
558.563291340511,103.1800651745439,5.829180746937386,-1.5102658393319426,0.0407164111262567,1.2875069610942886
568.3544488591286,103.17417587025331,5.813217128222771,-1.4415215861597859,0.03888871063152689,1.297896753396676
578.3172373585863,103.1986609959838,5.801274957022996,-1.373782106711652,0.03711476478480248,1.3072348653310348
588.454665389562,103.25402922024281,5.79321583619624,-1.3069829165439595,0.03539540544511399,1.3155053284734877
598.7697942401657,103.34074877995678,5.789003513854074,-1.2410687609036204,0.03373192447990404,1.3226770067095677
609.2657388603812,103.45921387266615,5.7887030317036166,-1.1760088779872022,0.032126492886734415,1.328701073384131
619.9456688027195,103.60969135834483,5.792483069781858,-1.111815509339764,0.030582664247896522,1.3335084616199786
630.8128091793537,103.79224170166508,5.800620588816128,-1.0485684030541447,0.029105999421704363,1.3370074579003082
641.8704416360329,104.00660578965876,5.813506063682892,-0.9864487779038791,0.027704841913676215,1.339081885762125
653.1219053430736,104.252046754764,5.831646002382069,-0.9257871770709873,0.026391246689255767,1.3395907806828613
664.5705980037142,104.52713372735055,5.855656475719478,-0.8671305918093947,0.025181997865146584,1.3383711857963054
676.2199768801522,104.82945379139979,5.8862361814579485,-0.8113344562910401,0.024099509758314135,1.335246801261667
688.0735598375637,105.15524195344186,5.924099088169629,-0.7596828282163759,0.023172155954710626,1.3300467239337657
700.1349264064206,105.49893150399377,5.96983439959267,-0.7140314464912948,0.022433216491962647,1.3226401645654915
712.4077188634379,105.85265640889835,6.023647630486193,-0.6769463130923958,0.021917314345914853,1.3129938671296275
724.8956433314615,106.20579261075912,6.084931339939179,-0.6517648948679091,0.021653322888392442,1.3012566664878777
737.6024708986364,106.54471093755208,6.15164544456559,-0.6424321608403764,0.02165384211919211,1.2878661562600788
750.5320387571999,106.85301452585341,6.219606214450082,-0.6528833954457,0.021903651908095848,1.2736515518148004
763.6882513622296,107.11258679336537,6.282033932698632,-0.685762192856771,0.022352011951791966,1.2598764021565028
777.0750816107044,107.30566645514203,6.330005931349861,-0.7405713305595999,0.02291415370630371,1.2481438572958368
790.6965720412396,107.41778789101866,6.354419861372172,-0.8120526162947531,0.023484364531511984,1.2401143451905
804.5568360548422,107.44084817976204,6.3491901785341724,-0.8902026886738166,0.023957624450549497,1.2370862208694473
818.6600591570757,107.37515699324132,6.313987602797823,-0.9627823715273889,0.024251861291672075,1.2396149505156608
833.0105002219921,107.22954879195169,6.254508965052109,-1.0192610779423412,0.024322020393132752,1.2473732964031177
847.6124927782184,107.0195038435652,6.180017610883105,-1.0537591707623846,0.02416152208258005,1.2593214315672818
862.470446317597,106.76413153325828,6.099972750759785,-1.0654795273194444,0.02379329360979049,1.274069138092626
877.5888476267505,106.48317090196562,6.021714096442867,-1.0571783955268432,0.02325655615242912,1.2902361194471959
892.9722621420035,106.19480532456096,5.9497829247108385,-1.0331608399653458,0.02259503371623518,1.3066820572540943
908.6253353280432,105.9145067403584,5.8863380092988855,-0.9978058023730348,0.021849257452765405,1.322587534163053
924.5527940807524,105.65471744028122,5.831934172549612,-0.9548309847481059,0.021052954860459397,1.3374328019352393
940.75944815463,105.42504283476879,5.786226826182796,-0.9070915584430914,0.020232284651698313,1.3509312082392386
957.2501916152388,105.23267008630421,5.748464095265759,-0.8566513768800131,0.019406594383476042,1.362956132415318
974.030004317104,105.08282550927704,5.717781070310035,-0.804949587509887,0.018589765077282053,1.3734796789463326
991.1039534075288,104.9791707201149,5.693354594227277,-0.752974245484312,0.017791625667747255,1.3825278992664896
1008.4771948567632,104.92409377275985,5.674472620592054,-0.7014103235448841,0.017019213997369782,1.3901510350956507
1026.1549750149943,104.9188807794802,5.660555401944838,-0.6507567568129533,0.0162778255205729,1.3964054506117063
1044.1426321966403,104.96376347383509,5.6511501205235195,-0.6014175503813067,0.01557186313982105,1.4013442385967503
1062.445598292399,105.05784093150749,5.645909361205265,-0.5537744640467454,0.01490552190856496,1.405014496766317
1081.0694004095712,105.19887071341161,5.644555835692225,-0.5082472783279032,0.014283325732576093,1.407460524045228
1100.0196625411263,105.38292726035424,5.64683029991929,-0.46534410513609675,0.013710492800730412,1.4087332807855388
1119.3021072640306,105.60393760846976,5.65241593999876,-0.42569801191370016,0.01319303871820479,1.4089072591207246
1138.922557467338,105.85313884552525,5.660832229146391,-0.39007648384854166,0.012737439516364035,1.4081058516508105
1158.88693811059,106.11857066444365,5.671298666209882,-0.35933686591825253,0.012349606871318718,1.4065343371291985
1179.201278013015,106.3848263479327,5.682591196250297,-0.3342888760345038,0.012032973147436536,1.4045141962616494
1199.8717116741157,106.6334131452907,5.6929565362463865,-0.3154308156208655,0.01178580240341997,1.402502936520738
1220.90448112615,106.84412976134637,5.7001981948738925,-0.30257786561345773,0.011598524082743299,1.401073519764825
1242.3059378190928,106.99769262990736,5.702047456874349,-0.2945147688238127,0.011452648358609176,1.4008285275563555
1264.0825445386445,107.07930495999888,5.6968038476570415,-0.2889219650562707,0.01132285082481733,1.4022516596539438
1286.2408773578468,107.0821160096882,5.683984760135483,-0.2827847753087549,0.011182376711432516,1.4055501269745492
1308.7876276229254,107.00912495892588,5.66457989176122,-0.2732029002184715,0.011009630392409094,1.410574763328176
1331.729603973931,106.87259552132107,5.640705603260025,-0.2581828209109858,0.0107927279153786,1.4168717264576636
1355.0737344008005,106.69126771412927,5.614874525428516,-0.23698984372952253,0.010530147360137394,1.4238355092684922
1378.8270683354704,106.48664637522565,5.589312552448424,-0.20998162745492535,0.010228126530542633,1.4308758379501239
1402.996778780648,106.27972236994901,5.565601529061824,-0.17816593809417683,0.009896886171347477,1.43752676212696
